reviewid,reviewtext,sentiment
6790,这里人气较旺，交通方便。,2
6791,每次到北京都会去的地方，非周末去人不多。 烧烧香拜拜佛，在檀香缭绕中的长椅坐坐，闭眼聆听偶尔传来的钟声，享受心灵的宁静。。。,2
6792,有历史的地方，也是个人很喜欢的一个地方，香客特别多，老北京也喜欢来这儿烧香，周末人不是一般的多，地方有点小，略显拥挤。,2
6793,皇家烧香拜佛的地方，听说很灵验，,2
6794,专门来到这里，据说很灵，但愿哦。,1
6795,学生证12，送香送光碟。挺好的，去拜一拜，谁还没些诉求阿。,1
6796,恢宏的院子，香火很旺，参天大树很有气势。,2
6797,大气磅礴，银杏叶很漂亮。与帝都的气质相得益彰。靠近国子监。,2
6798,飘着银杏叶的走道很漂亮。另外在地铁站买香被坑了。。。,2
6799,去过两次雍和宫，每次去都很多人买香拜佛，，香火还是挺旺的。,1
6800,香火旺盛，皇家寺院高大上。,2
6801,皇家寺院也是宏大气派，红蓝漆画、挑檐浮雕，都那么庄重和富有震撼力。很多人来这里求签拜平安,2
6802,门口的银杏树林也非常的漂亮，整体建筑保存的非常好，曾经的王府，尤其是巨树大佛非常值得一观。,2
6803,喇嘛文化非常浓厚，还是潜龙邸，风水好，香火好，都说这里的许愿很灵验的。,2
6804,雍和宫曾经出了两位皇帝，房屋也有皇家气势，香火很旺，好多人都说这里许愿特别的灵。,2
6805,中国有两个地方许愿非常灵，一个是海南岛的呀诺达，一个是北京的雍和宫，还等什么，信男信女们快去许愿吧，愿你是的愿望马上实现，不过灵验后要记得还愿啊，要不菩萨会伤心的。。。,2
6806,一进门就能看到两排高高的银杏数屹立在两旁，檀木罗汉山和大佛很壮观，烧香的人很多。,2
6807,买门票给小光盘，这里的香火一直都好，都说灵验的，有求必应，这话一听就是假的。,0
6808,平时也就是烧香的地方，自从播了步步惊心，这里又比较火了，过年的时候来比较有意思，有法事可以看,1
6809,雍和宫的来头很大的，也是王府，雍正爷的，改成寺庙后，香火就一直很好的。,2
6810,初一，十五人很多，都是烧香的,1
6811,雍和宫现在没有一点寺庙的样子，急功近利，太市侩，可能也是全国寺庙的通病，去看看就好了。,0
6812,在这里求了一个护身符，还是没能保佑我走运啊，喇嘛很少的，也不知道这里的喇嘛是不是真的藏族,0
6813,雍和宫是北京香火最旺的寺庙，寺庙门口永远都停着很多的豪车，有钱人来的是最多的。,1
6814,看步步惊心就知道了，以前四爷的王府，现在香火不错。,1
6815,雍和宫是北京的寺庙最出名的，平时人都是非常出的，寺庙本身就是一个不可多得的建筑艺术博物馆。,2
6816,因为步步惊心，很多的年轻人都知道这里，所以现在来这里的多了许多的小年轻。,2
6817,好庄严的感觉，在这里看到了乾隆的像，真的就像坐在那里，太有气场了。,2
6818,北京最值得去的寺庙，这里是藏传寺庙，有很多的喇嘛，感觉很新鲜的，香火很不错。,2
6819,看过步步惊心的都知道这里曾经是吴奇隆的家，现在的雍和宫香火很好的，可以去看看，,2
6820,颐和园，多条路线推荐，总有一条适合你,2
6821,颐和园其实不用做太多的介绍，做为北京当地人这里就给一些非常实际的提示吧。1.门票：全价票淡季20，旺季30，旺季时间 :4月1日至10月31日；淡季时间：11月1日至次年3月31日。节假日去人会非常多，尽量错开。2.乘车：地铁4号线北宫门站下车，D口出，是最便捷的交通方式。3.游览时间：一天，即使不到一天就游览完，基本也没有体力再去别的景点了，所以建议如果有老年人，一定量力而行，提前规划游览路线，没有必...,1
6822,玩了一整天都没有玩够，还想再去的地方。,2
6823,颐和园的景点很多，规模很大，当然最重要的还是佛香阁、十七孔桥、昆明湖、长廊、苏州街、谐趣园、石舫等建筑。颐和园去过2次，一次自己去，一次陪父亲一起去。当年，慈禧太后为了归正以后养老之用，挪用了北洋水师的军费，耗费白银3000万两，修复了这座被八国联军破坏的园子。颐和园三个字是光绪写的，从东宫门进去，最大规模的建筑就是仁寿殿，殿前一个凤一个龙，龙脚下一无所有，凤脚下踏的是万里江山。这...,1
6824,作为北京城最大的皇室公园，这里真的美丽极了。而且价格很便宜，旺季的门票才30元一人，完全可以在这玩上一天了。交通也十分方便，直接坐地铁4号线北宫门站下车，D出口便到了。众所周知，颐和园是慈禧当年花了很多钱去建造的一个皇家后花园。这里大气，尊贵，风景美丽，让人流连忘返。每一年，这里的游人络绎不绝地来感受皇室花园的文化。而夏天，风吹起，坐在游船上游览颐和园，颇有种以皇室身份巡游的感觉。...,2
6825,来北京之前有查过北京有哪些地方好玩的，颐和园必去之一，去那边旅游的人超多，所以要赶早去，这样才能领略不一样的颐和园，如果太迟去的话都是人，拍的照片也是人头居多。所以还是早点去比较好。颐和园也是分淡汪季的，还有套票和单独的门票。颐和园有很多公交车可以到，出颐和园后往前走就是地铁北宫门，也很方便。颐和园大门前面是一个牌坊，之后是大门口，颐和园有一些代表性的建筑，比如其中佛香阁、长廊...,2
6826,颐和园，是模仿江南园林建造的皇家园林，但是配合着北京的气候风土，总还是带上了那么一丝粗犷，我清明节去的，4月初的北京，还是春寒料峭，园子里的柳树都发绿芽了，但是在湖边走走，风一吹还是觉得冷，可能夏天去散步时最舒爽的，但是我感觉一年四季的颐和园应该都挺美；交通，坐四号线的地铁到北宫门或者西堤站下 ，步行5分钟左右然后就到了颐和园的某一个入口，入口挺多的，领一张公园的地图就可以自己设...,2
6827,去颐和园一定要选一个风和日丽的天气去，坐船荡在湖中央，欣赏着湖光山色的美景才够惬意。,2
6828,搭乘地铁到达北宫门站，下了地铁就是颐和园了。由于周末，颐和园真的超多人。从在售票处就一直是人流，从未间断过，尤其也很多旅游团，所以建议尽量避开周末来颐和园。颐和园票价便宜，用了学生证也就10块钱一张门票。但这是大门票的价格，园区内也有另外需要收费的景点，这就看个人需求了。颐和园是慈禧太后的宝地，在园区里有很多凸显女性地位的细节设计，包括它雕刻的内容。颐和园很美，这是最直观的感受，...,2
6829,颐和园是皇家园林，命运比圆明园稍微好了那么一丢丢。虽然期间也被烧过，但是后来慈禧老佛爷硬是挪了北洋军费来修了颐和园。早年是乾隆给她妈，就是甄嬛盖的。从市区坐地铁到颐和园都要花靠近一个小时，下来以后步行可以到北宫门。中间还会经过安缦颐和这家高大上的酒店。中午去的。大家千万别再颐和园门口选择用餐，难吃到哭，价格还很贵，完全就是宰客。,1
6830,颐和园真是太美了，每次去都有惊喜，不断的变装🤗这座古典的中国皇家园林蕴含着无数匠人的心血，他们将中国园林的造园精髓都融入其中了，福山寿海、亭台楼阁……演艺着中国古建的恢弘大气之美👍,2
6831,颐和园是中国最值得观赏的古代皇家园林，它位于北京的西北部。距离北京著名景点北京大学、清华大学、颐和园都非常近，可以安排1日游一并参观游览。到达颐和园的交通非常便利，乘坐地铁4号线大兴线到北宫门地铁站后，再步行3分钟到颐和园北门。也可以乘坐公交到颐和园北宫门-公交车站或者地铁北宫门站-公交车站，再下车后步行3分钟到达。颐和园的门票是30元，但是里面其实还包含了文昌院、佛香阁、苏州街、德和园等景点，如果时间充...,2
6832,十七孔桥是连接颐和园东岸与南湖岛的一座长桥，为园内最大的石桥。 桥长150米，由17个孔券组成，是前往南湖岛的唯一通道，也是拍摄颐和园风景的绝佳之地。十七孔桥最大看点是桥上精美的石雕，两边栏杆上雕有大小不同、形态各异的石狮500多只，比卢沟桥的狮子还多十几只，所以边走边看也是种乐趣。十七孔桥是颐和园内标志性景点，十七孔桥南北两边是昆明湖，天空辽阔无障碍，是春天放风筝的绝佳场所。站在桥上望园中各处都有着极佳...,2
6833,文昌阁是一种传统祭祀建筑，为祭祀传说中掌管文运功名之神，保一方文风昌盛而建。文昌 院位于 文昌 阁之东， 文昌 院博物馆是 中国 古典园林中规模最大、品级最高的文物陈列馆。,1
6834,颐和园作为北京比较标志的建筑之一，除了比较有历史园林的保存也比较完善，所以在感受历史的同时还能欣赏下园林的风景，个人感觉夏天来比较好，夏季很多花都开了，显得整个园林更加美丽，颐和园有多个门可以进入，一般可以从北宫门进入，到北宫门也比较方便，坐地铁四号线北宫门站下车或者坐683、331、563、697等步行即可到达，如果自驾前往，到达附近会有停车场的标示，离景区越近车位越紧张，所以联系还是提前把车停好，景区附近...,2
6835,【概述】苏州的拙政园和留园，承德的避暑山庄和北京的颐和园，合称中国四大名园，我去过前面的两个给我的感觉是小而精致，进入颐和园后，我的第一印象就是“南秀北雄”，颐和园的面积之大，景点之多之广还是蛮震撼的，不愧为皇家园林。,2
6836,正月初三前往颐和园参观第七届“傲骨幽香”梅花、蜡梅迎春文化展。初三已经是七九第五天了，七九河开，潺潺河水传达着春天的气息。颐和园里游客熙熙攘攘，挎着长枪短炮的摄影爱好者集聚在耕织图水操学堂，观赏“傲骨幽香”梅花、蜡梅迎春文化展，拍摄典雅美丽的花姿。这是第七届梅花、蜡梅展，恰逢春节，展厅里红灯笼，窗花，加上观众的新年装，祥和喜庆气氛浓浓。这次五个展室展出的梅花蜡梅树桩盆景等植物近二百盆。壁画，灯光和...,2
6837,寅辉城关，从字面上来看，迎着寅时光辉的城关，也就是迎着黎明朝晖的城关。的确如此，寅辉城关是颐和园正东方迎接晨光最早的地方。始建于乾隆年间，与西边的通云城关遥相呼应，形成东西两关。寅辉城关是颐和园内六大城关之一，所以要参观游览寅辉城关的话，需要购买颐和园的门票30元。寅辉城关位于颐和园的后山，也是从后山进来经过的第一个城关，穿过城关可以到达颐和园的东宫门，,2
6838,无论是从景致上还是从交通上来说，南湖岛在颐和园众多景区中占有重要地位。 南湖岛位于颐和园的昆明湖中，十七孔桥将其与陆地相连。 若要登上南湖岛，需要购买颐和园的门票，30元。这里先说说颐和园的交通线路，颐和园周边覆盖了地铁15号线西苑站，距离颐和园步行需要10分钟左右，或者可以公交车331路、332路、584路，都会在颐和园站停靠，相比较地铁15号线距离会更近一些。进入颐和园向南走，穿过文昌阁，便可以看到南湖岛和十七...,1
6839,大年三十去的，没想到人还挺多。地铁北宫门站出来走几步就是，公交563路也能到，还有其他公交我没有具体了解。景区里有小摊点提供小吃，我没有尝试，不过感觉应该不会便宜。外国友人挺多，里面的导游可以用好几国语言招揽生意，好厉害。当时冰还很厚，有一些冰上活动挺好玩的，昆明湖上最多。里面真的好大，找一个地方兜兜转转了很久很久。向一些保洁人员问问路，他们也说自己是新来的，不熟悉。有芦苇的小湖边有人拍天鹅，我在旁...,2
6840,在等公交的时候一位阿姨看我手里拿着相机，又看了我拍的照片知道我也喜欢拍照就推荐我去看颐和园的梅花展，说她已经去过了，拍了好些漂亮的照片，对我来说诱惑力很大，便马不停蹄地去了。我是坐563路公交到颐和园北宫门站下车，过个马路就是，地铁北宫门站直达。公交分段计价，买票上车2元，地铁看你是从哪一站坐的了。颐和园门票20元，学生票半价10元。一进门我就直奔梅花展去，问了很多人，绕了很多路，在西堤上吹了很久的风，快...,2
6841,颐和园皇家的后花园，去北京旅行必须要去后花园逛逛，体会一下皇家的大花园，颐和园开放的时间是早上六点半到下午六点，门票旺季30元一张，淡季20元一张，学生票半价，70岁老人，残疾人免费！,2
6842,颐和园，我国现存最大的皇家园林，也是慕名而来的。来北京旅游的小伙伴们，颐和园、圆明园、故宫等等这些景点是必须要去的，要不然跟没来过北京一样的。,2
6843,颐和园，是清朝慈禧太后的皇家园林，是目前保存最完整的皇家园林之一，据说仿造着江南园林建造而成，位于北京西北郊海淀区内，距离市中心大概15公里左右，是来北京旅游不得不来的景点之一。喜欢春天来这里，园子里的树木都泛出了嫩芽，风景实在太美丽。,2
6844,颐和园苏州街，相传是说当年的皇帝游览江南后，回来就和后宫聊起，江南是如何的有意思，如何的繁华，可惜后宫三千佳丽由于礼法的限制又不能随便去现场感受，于是就在北方的城市，这皇家后花园里有了这么一个充满江南特色的景点了，苏州街在颐和园还算是一个比较大的景点，位置也好找，从北宫门进来后能看到一座桥了，先别过去，验票就左边的亭子。苏州街是需要门票，买了套票的可以从桥的左边进入，有验票亭，由于苏州街的街道比较...,1
6845,来北京必看的几个地方就有颐和园了，北京的皇家园林绝对让你第一眼看到时，深深被她的广阔所吸引。建筑美学的成果在这里被表现的淋漓尽致！,2
6846,颐和园是中国古典园林之首，颐和园以前是叫清漪园，是北京皇家三座园林之一，这个园林相比我之前在苏州参观过的其他园林来说大多了，而且风格完全不同，这个颐和园是模仿西湖和江南园林相结合建造的，，建筑雄伟，尤其是佛香阁和长廊，颐和园里面的长廊是中国最长的一条长廊，共有700多米，长廊上每根枋梁上都有彩绘，非常的精美，在颐和园还有其他很多景点， 比如十七孔桥，苏州街，佛香阁，文昌阁，长廊，昆明湖等等风景都非常的...,2
6847,8月9日去的北京，当地熟人推荐去颐和园，我和妹妹11点半才由东宫门入园，请了一个导游，一个200元，北京的旅游景点门票普遍比南方要便宜一些，入园简单的介绍了整个皇家园林是以苏州的园林为基础，但是要比苏州的更好，昆明湖是照着杭州西湖建造，挖出来的沙土建了万寿山。第一个景点就是一个牛的雕像，据说以前是镀金的，牛身上还有亲笔题字；往里就是八方亭，有一首八方亭的对联，和珅拍马屁的下联是，万岁爷，爷万岁，万岁万岁...,1
6848,今年五一跟同学去逛了下颐和园，感觉不错。1、颐和园位于北京市海淀区新建宫门路19号，乘坐公交331、563、718路公交均可到达，位置还是很好找的。2、颐和园的开放时间是:旺季 （4月至10月） 6:30-18:00,1
6849,【颐和园】皇家园林博物院馆。颐和园位于北京城区四五环之间，距离圆明园、北大和清华等景点较近，乘坐地铁4号线在西苑站和北宫门站下车均可。颐和园以昆明湖和万寿山为基址，以杭州西湖为蓝本，整个园内的建筑融合了大量江南园林的风格。颐和园非常之大，主要的景点有佛香阁、长廊、苏州街、玉带桥和十七孔桥。其中门票旺季为30元，淡季20元，不包括园中景点（德和园：5元 ，排云殿—佛香阁：10元 ，苏州街：10元 ，文昌院：20元...,1
6850,颐和园是清朝帝王的行宫和花园，其前身称清漪园，主要由万寿山和昆明湖两部分组成，也是当年是当年慈禧太后和光绪皇帝坐朝听政，会见外宾的地方。园内，林木葱笼，山路曲折，优雅恬静。个人觉得来北京的朋友，非常值得到此一游。 话说，1750年，清皇帝乾隆在这里进行了大规模扩建，建成了“清漪园”，后慈禧太后拨解巨款，重修清漪园，作为她“颐养天年”的地方，并改名为颐和园。 对于北京来说，旺季(4月1日-10月31日) ，淡季 (11...,2
6851,老北京的必游之处，皇家园林的典型。,2
6852,颐和园是清代皇家园林，主要建筑都是建于清乾隆年间，位于北京市西北。可以乘坐地铁4号线到北宫门站下车。颐和园有300公顷面积共4000多亩，其中3/4是水域面积，足足够转一天的。今天昆明湖的风有点大，很多游船都没有出租，整齐的排列在岸边。远远的看去，万寿山上的佛香阁巍峨多姿。,2
6853,我们在网上订好了票，直接从侧门验证身份证即可拿票，看着旁边排队买票的人，有那么一丝丝优越感。租了一个电子的自动讲解器，每到一个景点它会自动感应，并开始讲解，20块的租金，倍儿方便。颐和园有官方建议的游玩路线，进去过了苏州街往右边走，沿着万寿山的绕着玩。由于我买的是全套票，带有收费景点的，我们分析地图后发现，走左边离收费景点更多。于是我们选择了先去左边的路线。     颐和园非常大，普通人靠脚力是玩不全所...,2
6854,这里是我们保存最完整的皇家园林之一，颐和园的大真是要走一走才知道，颐和园的美真的要看看才了解。这里是按照西湖风景来做的，有着江南园林的影子，万寿山的壮丽，昆明湖的悠闲。佛香阁的神秘，苏州街的热闹，十七孔桥的知名度可看可多得太多了。慈禧走的昆明湖建议你也绕着走一走，这里的亭台楼阁真的是一步一景。万寿山下的昆明湖可以划船，当然要分季节。颐和园门票不贵旺季也不过三十元而已，不过里面一些景点是需要单独购票...,2
6855,水立方位于北京奥林匹克公园内，是2008年北京奥运会标志性建筑物之一。到北京来游玩水立方是我们不可错过的一大景点，当然水立方门票也是我们不可错过的信息。,2
6856,水立方跟鸟巢离得灰常的近，相距一百米左右吧。2008年，我们国家申办了奥运会后，就建了这完美的建筑，它的主要功能就是游泳馆，所以它的另一外一个名字就是“国家游泳中心”，不过我觉得大多数人还是不知道这个名字的。以为水立方的建筑风格，外观几乎是由很多不规则的多边形方块组成，白天基本上灰白色的一片，能清晰的看到它的轮廓，夜晚那些不规则的电子屏会根据设定呈现出不同的颜色、图案，我是15年去的...,2
6857,"国家游泳中心又称“水立方”(Water Cube),位于北京奥林匹克公园内，与国家体育场（鸟巢）相对而立，是北京为2008年夏季奥运会修建的主游泳馆，也是2008年北京奥运会标志性建筑物之一看，现在水立方和鸟巢都已成为北京市的新地标。",2
6858,1、位于北三环中轴线上，位置非常的好找，2、与鸟巢一起，相隔100米左右，是个非常漂亮的建筑，尤其是晚上的时候，美轮美奂，颜色会不停的变哦，据说外面的那个泡泡没有完全重合的，3、想要去里面参观的话，需要买门票的哦，当然有可以选择买水立方嬉水乐园的票，可以玩里面的项目，非常的好玩，200元一张门票，可以参观里面的，4、水立方外面还有个奥林匹克公园可以休息，5、吃饭的话走路600米的地方有个购物...,2
6859,可能说起国家游泳中心很多人不知道是哪个，但是一说到水立方估计就没有什么人不知道了吧，这个就是当面奥运会游泳比赛的场地，现在不仅是旅游的参观胜地，同时现在也可以在里面游泳体验下当时奥运比赛的气氛，去水立方的交通很方便，坐地铁到奥林匹克公园下车或者坐740等路的公交车在北辰桥西下车步行即可到达，不过开车有些不方便，附近停车的地方价格都比较贵，所以感觉没有公交方便，景区周边有新奥购物中...,2
6860,水立方连同鸟巢还有奥林匹克公园已经成为北京的新兴的旅游景点了这几年随着2008年29届夏季奥林匹克运动会的召开，很多来北京旅游的朋友都把这3个地方作为一站，算得上必来的一个景点了。今天我们来说说水立方，看电视转播时候，水立方非常的漂亮，实际看的也是很壮观的，位置就在鸟巢的对面。建议乘坐地铁8号线前往，在鼓楼大街转8号线，不要在奥体中心下，一定要在奥林匹克森林公园下，我上过当，还得乘坐三...,2
6861,带着孩子来北京玩，在网上看了很久选了这家，真的没选错，任宪凯导游非常细心，全程热情讲解，照顾周到，最最重要的是人还长得帅🥰，我儿子把他当偶像了，这一天就一直跟着任导周围转圈了😊😊,2
6862,选的两个团都可以，假期出行就是人多，给老爸老妈报的,2
6863,总体来说还不错，缆车是额外收费，但是真心没必要做！因为无论是带老人还是小孩压根就爬不了几个狄台，累！体验一下就好了……全程无推销，导游也很负责！,1
6864,王导超级贴心，景色好，服务好！超级棒的出游体验！赞！,2
6865,非常满意，导游风趣幽默，为人正直，推荐了很多可以去的地方还有好多好吃的，好玩的，很满意的旅行。,2
6866,导游小格格好棒棒，讲话很幽默风趣，是个很可爱很有性情的小姐姐，行程安排很好，以后有朋友来北京，也会推荐这位小姐姐的团。,2
6867,今天我玩得很开心，就是纯玩的团，并没有其他的不好的现象！美女刘导特别认真负责，全程跟随，把我们送到入口，还交待注意事项！午餐安排也非常丰富，好多菜，特别好吃！棒棒哒！好评~,2
6868,小曹导游服务周到，长得漂亮。中午用餐菜品新鲜好吃，满意。全程无购物，纯玩，很开心。跟团省去路上找车，很方便，如果长城时间再多点就更满意了，不到长城非好汉，确实不枉此行，长城威严震撼，景色秀美。,2
6869,我们的张颖洁导游非常不错，讲解的很详细，一路上都在给我讲解！做事也很认真负责，没有多余的消费！很满意！对北京一点都不了解的我多了几分对北京古都的喜欢，去旅游碰上认真负责的旅游很棒,2
6870,非常好，陈导很有耐心，感谢 ，讲解的也很到位,2
6871,导游挺不错的，名字叫一一，口齿伶俐，没有额外的收费，除了滑车100元的自费项目，总之呀，挺好的，比自己一路打车好的多。,2
6872,明明预定是到酒店接送 临时很晚才说自己打车或坐地铁去 他们会补车资 那时也无奈 隔天很早6：30说集合 但准时到都在等导游和车子 去程回程都等将近半小时 蛮傻眼的 下车也没有放在鸟巢旁 走路很远 还让我们打地铁ㄧ站过去 不靠普的団,0
6873,非常不错，出行很满意，值得推荐，,2
6874,夏导办事利落，全程提醒注意事项，在颐和园内讲解生动有趣，此行两大一小价格合适，30元/人的团餐不错，比想象中要好。,2
6875,来北京肯定去长城但自己去确实太麻烦，就报了这个团，本来会担心报团会有逼迫消费的情况，但是这个团没有，而且非常幸运遇到钱丽导游，文化底蕴深厚，人也很幽默，非常为游客着想很负责，还特别好给我们推荐好吃好玩的地方，钱丽导棒棒哒！,2
6876,小李导游很赞，一天安排的还是很不错的，虽然紧凑，但逛名胜古迹这种节奏还是很适合的，省时间，看一下就行了。,2
6877,定的金水桥旅行社，导游张雅彬很好，认真负责，讲解到位，全程零购物，是一日游的好选择。,2
6878,非常感谢导游韦姐姐，非常耐心细致，讲解的细节也很多，很到位！下午还免费蹭了个颐和园的讲解！棒棒哒，五星好评！给导游加鸡腿！,2
6879,方便，靠谱，非常满意!下次来北京，继续体验👍,2
6880,这次来北京行程紧凑，想要一天内多玩几个地方就选择一日游吧！给我们分配的导游是钱丽，每到一处讲解都特别有耐心特别会选地方，还告诉我们北京哪边有好吃的，真是一个特别好的导游！唯一不满意的就是今天竟然下雨，去一趟八达岭废了一双鞋！,2
6881,五星好评给宝贝勒！非常美满的一日游，路线绝对是全网最科学最合理的，景点和时间安排的非常好，承诺内容全部兑现！导游宝贝勒表现炒鸡给力，风趣幽默，全程无尿点！支持正规的旅行团没错，以后千万别信街边的大爷大妈了！推荐and附图！,2
6882,谢谢导游阿斌，我对我们很照顾，我们是12号家庭，有九十岁的奶奶。有两个孩子，全程纯玩。我无任何购物。。由于风大取消了缆车坐了滑车，强烈推荐带孩子的一定要坐，。。要不爬不动。。最后退了我们老年人的票钱，值得信赖。。,2
6883,五一本来没抢到故宫门票，非常着急，黄牛把票喊的特别高。后来同事推荐了这家跟团游，价格也很便宜。,1
6884,非常愉快的一次体验。导游小格格（马小帆）特别敬业。专心、细致、充满热情。讲解也特别到位。一整天的行程规划很有章程。二个多小时游览了故宫的几个较为重要的宫殿。说真的，如果故宫没有导游讲解，听不到历史典故、奇闻轶事那等于是白来了一趟。所以我给小格格的讲解满分100分。下午到达八达岭长城，我们选的缆车，建议老人小孩花140坐缆车上下，节约不少时间体力，要不然路太陡，爬不上，下不来。上面也没有树，一个阴凉的地都...,2
6885,很不错的旅行，淡季人少，导游李青松很不错，光头司机人也很好，没有购物，纯玩，有什么自费的项目也征求大家的意见，中国好导游??价格实惠，省去了自己找地方倒车的麻烦,2
6886,胡导不错，讲解细致，服务也好。,2
6887,总结这次旅游真心不错，吃好住好景点多而足，导游非常认真热情耐心细心。下次再来这家旅行社。推荐,2
6888,导游负责，认真热情，景点安排周到。虽然赶在10.1长假人多的时候带家人出行，但是玩的特别开心。,2
6889,很好哦、导游李明很负责、讲解的也很仔细，对北京的文化、风土人情、小吃统统掌握，对我们这些游客也很细心，人超级好！若以后有机会还要找他、嘻嘻、赞，棒棒嗒,2
6890,天气不好，赶上有雾霾，看不到远处的景色。集合的地点很好找，出来地铁口就能看到小李导游在等待，一路上小李导游一直在解说，为了帮助早起的乘客驱散睡意，还唱了一首歌，服务还是不错的，团餐也还可以。,2
6891,"带着家人第一次到北京玩，有孩子在 ，为了轻松旅游 选择了跟团一日游，以前也跟过团旅行，都不理想！这次在网上选择，很幸运的遇到今天的导游小格格，人特别好，服务好，满脸笑容,全程耐心讲解，特别详细，很敬业的为大家服务，以后出行希望都能相遇这样优秀的导游👍！11号家庭感谢小格格的服务",2
6892,棒棒哒，张晶导游很热情。然后一路上也挺好的。司机开车也很稳。加一句自助餐很好的，干净卫生，味道也好！！！就是人太多了，明明错过国庆期，人还是这么多！！,2
6893,小梅真好，特别贴心，全程非常负责任！耐心感谢感谢，下次还找你！,2
6894,重游北京，又重新认识了一次北京。很开心今天参加了慕田峪长城一日游，导游吴导讲解非常好，安排得也很妥当，对北京历史文化讲解得很全面，车上的游客们都很认真听讲，感谢吴导的认真对待，点赞。,2
6895,刚来北京，还不太熟悉北京这个城市，在去哪儿网看了看了一下北京一日游的周边游，看了他家旅游线路安排的挺好，安排了故宫还有我梦寐以求的八达岭长城一日游还可以去鸟巢水立方看看，真心的不错😊，于是我就自己在网上下了单，不大一会，很客气的客服打电话帮我核实信息，特有心，并告诉我去长城故宫的注意事项到了出去玩的前一天导游给我打电话，说在哪里集合，一方便大家节约时间，让我们有充足的时间去玩！到了出去玩的这天，...,2
6896,小格格长得美，温柔，讲的细致，美好的一天很快就结束了，7号家庭给你32个赞👍。,2
6897,感谢北京金水桥国际旅行社导游吴娟的一次愉快的八达岭长城一日游。在出发前一天，吴导短信发我们告知上车地点，一路上给我们讲解了北京的风土人情很赞。这次一日游因吴导的合理安排，时间很充裕，一路上没有赶集的现场，真是一次经济实惠愉快的旅行！下次来北京还是选择金水桥！,2
6898,挺好玩的，美景如画，真漂亮,2
6899,导游讲得挺好，出发时间可以稍微早点就更完美了，有朋友来还会介绍的，比较自由，可以自己订票自己安排咯。,2
6900,杨导非常热情，服务特别好,2
6901,导游于红梅出游前一天21点前跟我们进行了短信沟通，确定了上车地点和时间。上车后1小时20分后到达八达岭长城停车场，车上报名乘坐缆车，下车后缆车排了很长时间，上到缆车终点站出去后看到的是人头涌动，全是人！雄伟的长城！,1
6902,郭导认真负责。行程合理。午餐丰富干净。缆车变成索道车。一身惊吓,2
6903,这是史上最难忘的旅游，订好的时间是上午10点出发，结果导游在我的多次电话催促下10点16分才到，车子在11点10分左右才到，理由是路上堵车。车子并没有开到长城脚下，我们还得步行2公里，一路上导游一直在竭尽全力吆喝让我们做缆车，车上全员很配合，结果发现付了140元一个人的是地缆，到了以后就是南7楼，再走一楼就到头了，非常失望。晚上17点50分再步行2公里到达车上，结果车子开了一个小时还在高速离合出故障，我们等了一个半小...,0
6904,行程安排很好 导游晴格格也很给力 很周到 很专业 就是个别团友素质太差啦 集合老是迟到 拖后腿  脾气不好的慎重考虑,2
6905,还可以，就是时间太紧了,1
6906,导游小格格特别好，特别热情，做了攻略介绍地道北京好吃好玩的地方给大家，能遇到这么良心的导游真好,2
6907,导游那长民热心又周到。这是一次很充实的行程，体验也非常好。尤其是去八达岭长城，几乎没有浪费时间去排队，导游安排的好，时间和体力分配也很科学。时间再长我们也爬不动了。我们三个妈带三个娃，也基本按照导游给的时间爬到了十楼看到了长城上的地牢。下午颐和园的行程自愿升级了慈禧水道（北京的朋友强烈推荐），舒服又惬意，而且全程没走回头路，这点特别赞。今天天热，行程很辛苦，导游讲解的也很细致。小朋友都说必须五星好...,2
6908,很棒的旅行，车导游特别用心，讲解的很详细，长城风景很漂亮，推荐大家可以选择慕专线，缆车上和滑倒下的线路很棒，体力不好的要慎重选择线路。,2
6909,小杨导游很好的  全程解答  待人热情 讲解详细  下次还找他 园博园很漂亮 行程很美好,2
6910,今天玩的很开心，导游小李很负责任，而且讲解也很精彩。去故宫如果没有导游讲解应该就没这么有意思了。,2
6911,十分满意，十分好评，全程安排合理，期待下一次和张导的相遇，,2
6912,导游专业，挺逗的。就是项目偏少，鸟巢水立方就是送过去奥林匹克公园，游览时间短，需要买缆车票,2
6913,小颜导专业，风趣，多带我们逛了很多地方！,2
6914,虽然是一个人去爬的长城，但是跟着导游玩的很开心，什么也不用操心，很棒的一次旅游！！！,2
6915,线路选的明智啊，导游‘’格格‘’的确给力啊，司机师傅车开的稳当啊，豪华大轿子很舒服啊，最后导游格格分享的北京吃喝玩乐攻略满满的心血啊……只能说谢谢了啊……强烈推荐大家选这家旅行社。最后再强调一下，老板该给导游‘格格涨工资啦😄’！！！！,2
6916,整个行程安排丰富，全程无购物，中饭比一般的团好。导游风趣幽默很热情，服务周到。司机开车超稳，整个行程走下来很开心，很轻松，很满意。,2
6917,好评，今天玩得很开心，导游很尽职，安排也很合理，没有隐形消费，只有一个缆车费用自理，不错哈，下次来还找这家,2
6918,时间安排合理，导游一路上耐心讲解，非常认真，然后旅行社又赠送了蜡像馆,2
6919,长城十三陵当然是要报团来玩了 挺忐忑的选了一家旅行社 因为之前去参观别的地方临时雇的导游都很不专业一问三不知 今天很幸运的遇到了王导 不光是景点 一路上他也给我们讲了很多北京的人文历史和景点,2
